"","lagoslakeid","nh4","no2no3","tn","nh4_detectionlimit","no2no3_detectionlimit","tn_detectionlimit","sampleyear","samplemonth","tkn","tkn_detectionlimit","hu8_baseflow","hu8_no3depo","hu8_totalndepo","hu8_runoff","urban","rowcrop","pasture","forest","wetland","openh20","lake_area","maxdepth","lakeconnection","la_wa_ratio"
"9189",7040,30,15,360,10,10,84,2009,8,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9190",7040,10,14,320,10,10,84,2008,9,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9191",7040,5,5,160,10,10,84,2005,9,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9192",7040,9,20,390,10,10,84,2010,8,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9193",7040,38,87,340,10,10,84,2004,8,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9194",7040,102,7,750,10,10,84,2006,7,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9195",7040,17,5,950,10,10,84,2007,8,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9196",7040,11,3,340,10,10,84,2003,8,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9197",7040,22,42,340,10,10,84,2009,8,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9198",7040,44,51,460,10,10,84,2009,7,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9199",7040,5,79,170,10,10,84,2005,7,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9200",7040,60,21,710,10,10,84,2006,8,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9201",7040,73,30,510,10,20,84,2002,7,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9202",7040,29,8,390,10,10,84,2009,9,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9203",7040,5,17,150,10,10,84,2005,9,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9204",7040,17,10,390,10,10,84,2008,8,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9205",7040,5,5,210,10,10,84,2005,9,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9206",7040,137,22,1000,10,10,84,2006,9,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9207",7040,36,2,660,10,20,84,2002,8,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9208",7040,40,98,430,10,10,84,2003,9,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9209",7040,2,7,390,10,10,84,2008,9,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9210",7040,5,66,250,10,10,84,2005,8,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9211",7040,47,13,500,10,10,84,2008,9,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9212",7040,17,19,440,10,10,84,2010,9,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9213",7040,5,2,550,10,20,84,2002,8,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9214",7040,83,35,580,10,10,84,2003,7,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9215",7040,9,3,330,10,10,84,2008,9,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9216",7040,53,5,790,10,10,84,2010,9,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9217",7040,19,10,100,10,10,84,2003,7,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9218",7040,48,2,540,10,20,84,2002,9,NA,NA,47.0321,18.4757,6.3823,23.0597,46.46,0,2.27,43.2,5.93,0.93,23.67234169,7.5,"DR_Stream",0.174336485590792
"9219",7042,290,620,NA,NA,NA,NA,2003,7,950,NA,18.5164,12.9107,5.4399,8.7838,7.52,50.54,3.33,33.85,0.36,4.39,169.6605789,15.24,"DR_LakeStream",0.336686177835971
"9220",7042,10,10,NA,NA,NA,NA,2003,8,990,NA,18.5164,12.9107,5.4399,8.7838,7.52,50.54,3.33,33.85,0.36,4.39,169.6605789,15.24,"DR_LakeStream",0.336686177835971
"9221",7042,1400,10,NA,NA,NA,NA,2000,8,1020,NA,18.5164,12.9107,5.4399,8.7838,7.52,50.54,3.33,33.85,0.36,4.39,169.6605789,15.24,"DR_LakeStream",0.336686177835971
"9222",7043,10,10,NA,NA,NA,NA,2001,8,1130,NA,18.5164,12.9107,5.4399,8.7838,17.36,66.52,3.23,12.25,0,0.63,16.10008889,6.096,"DR_Stream",0.0515011892078741
"9223",7043,220,10,NA,NA,NA,NA,2001,7,1070,NA,18.5164,12.9107,5.4399,8.7838,17.36,66.52,3.23,12.25,0,0.63,16.10008889,6.096,"DR_Stream",0.0515011892078741
"9224",7044,36,7,NA,NA,NA,NA,2005,8,1340,NA,18.5164,12.9107,5.4399,8.7838,8.92,71.68,3.96,14.56,0.06,0.83,27.77259371,7.0104,"DR_Stream",0.0220014825348638
"9225",7044,90,10,NA,NA,NA,NA,2001,8,1190,NA,18.5164,12.9107,5.4399,8.7838,8.92,71.68,3.96,14.56,0.06,0.83,27.77259371,7.0104,"DR_Stream",0.0220014825348638
"9226",7044,10,10,NA,NA,NA,NA,2001,7,1920,NA,18.5164,12.9107,5.4399,8.7838,8.92,71.68,3.96,14.56,0.06,0.83,27.77259371,7.0104,"DR_Stream",0.0220014825348638
"9227",7045,23,5,1266,25.8,25.8,20,2007,7,NA,NA,11.6478,14.7958,6.1501,9.4304,6.97,65.07,12.15,15.1,0,0.51,253.8868588,11.2776,"DR_LakeStream",0.0492017915567378
"9228",7045,340,30,NA,NA,NA,NA,1999,8,3100,NA,11.6478,14.7958,6.1501,9.4304,6.97,65.07,12.15,15.1,0,0.51,253.8868588,11.2776,"DR_LakeStream",0.0492017915567378
"9229",7048,10,10,NA,NA,NA,NA,2003,8,1430,NA,11.6478,14.7958,6.1501,9.4304,NA,NA,NA,NA,NA,NA,2.013073426,NA,"Isolated",NA
"9230",7048,24,18,NA,24,18,NA,2006,8,974,98,11.6478,14.7958,6.1501,9.4304,NA,NA,NA,NA,NA,NA,2.013073426,NA,"Isolated",NA
"9231",7048,10,10,NA,NA,NA,NA,2003,7,1270,NA,11.6478,14.7958,6.1501,9.4304,NA,NA,NA,NA,NA,NA,2.013073426,NA,"Isolated",NA
"9232",7049,50,500,NA,NA,NA,NA,1999,7,850,NA,11.6478,14.7958,6.1501,9.4304,13.76,62.34,10.03,12.31,0,0.51,26.45647228,4.2672,"DR_Stream",0.0287416841409604
"9233",7049,10,30,NA,NA,NA,NA,2002,7,1660,NA,11.6478,14.7958,6.1501,9.4304,13.76,62.34,10.03,12.31,0,0.51,26.45647228,4.2672,"DR_Stream",0.0287416841409604
"9234",7050,10,10,NA,NA,NA,NA,2001,8,1360,NA,25.7968,15.2622,6.4154,10.6075,20.59,15.06,1.66,60.94,0.05,1.08,135.8228396,4.8768,"DR_Stream",0.369298241904787
"9235",7050,10,70,NA,NA,NA,NA,2001,7,1780,NA,25.7968,15.2622,6.4154,10.6075,20.59,15.06,1.66,60.94,0.05,1.08,135.8228396,4.8768,"DR_Stream",0.369298241904787
"9236",7050,20,430,NA,NA,NA,NA,2001,7,1360,NA,25.7968,15.2622,6.4154,10.6075,20.59,15.06,1.66,60.94,0.05,1.08,135.8228396,4.8768,"DR_Stream",0.369298241904787
"9237",7051,10,1240,NA,NA,NA,NA,2001,7,1650,NA,28.3357,15.5557,6.5025,12.079,23.82,53.96,2.51,14.15,0,2.01,65.99059388,8.1382,"DR_Stream",0.191555275828218
"9238",7051,50,2400,NA,NA,NA,NA,2001,7,1440,NA,28.3357,15.5557,6.5025,12.079,23.82,53.96,2.51,14.15,0,2.01,65.99059388,8.1382,"DR_Stream",0.191555275828218
"9239",7051,10,10,NA,NA,NA,NA,2001,8,2010,NA,28.3357,15.5557,6.5025,12.079,23.82,53.96,2.51,14.15,0,2.01,65.99059388,8.1382,"DR_Stream",0.191555275828218
"9240",7063,13,6,180,10,10,84,2003,8,NA,NA,43.5767,19.4965,6.7455,20.1874,2.65,2.38,0,94.64,0,0.32,48.03011309,NA,"Headwater",0.281340269142483
"9241",7063,13,3,70,10,10,84,2003,9,NA,NA,43.5767,19.4965,6.7455,20.1874,2.65,2.38,0,94.64,0,0.32,48.03011309,NA,"Headwater",0.281340269142483
"9242",7063,6,25,140,10,10,84,2003,9,NA,NA,43.5767,19.4965,6.7455,20.1874,2.65,2.38,0,94.64,0,0.32,48.03011309,NA,"Headwater",0.281340269142483
"9243",7063,11,3,190,10,10,84,2003,7,NA,NA,43.5767,19.4965,6.7455,20.1874,2.65,2.38,0,94.64,0,0.32,48.03011309,NA,"Headwater",0.281340269142483
"9244",7090,100,400,NA,10,2,NA,1984,7,500,100,43.3315,21.2523,7.56,22.0766,6.23,17.06,33.26,26.18,10.95,0.93,775.8352391,16.8,"DR_Stream",0.04913970143786
"9245",7096,101,12,437,0.002,NA,4,2008,9,NA,NA,50.5992,16.0803,5.5127,26.0231,6.27,0,2.58,81.15,6.47,2.31,33.2324666,2.7,"DR_Stream",0.112081818675977
"9246",7096,8,7,293,0.002,NA,4,2009,7,NA,NA,50.5992,16.0803,5.5127,26.0231,6.27,0,2.58,81.15,6.47,2.31,33.2324666,2.7,"DR_Stream",0.112081818675977
"9247",7096,23,4,301,0.003,NA,12,2007,8,NA,NA,50.5992,16.0803,5.5127,26.0231,6.27,0,2.58,81.15,6.47,2.31,33.2324666,2.7,"DR_Stream",0.112081818675977
"9248",7096,23,4,310,0.003,NA,12,2007,7,NA,NA,50.5992,16.0803,5.5127,26.0231,6.27,0,2.58,81.15,6.47,2.31,33.2324666,2.7,"DR_Stream",0.112081818675977
"9249",7101,50,450,NA,NA,NA,NA,2000,9,860,NA,37.0571,13.7396,6.1235,9.6091,28.97,25.61,0,11.29,0,4.73,799.6919408,NA,"DR_Stream",1.73292978841987
"9250",7101,30,660,NA,NA,NA,NA,2000,7,1600,NA,37.0571,13.7396,6.1235,9.6091,28.97,25.61,0,11.29,0,4.73,799.6919408,NA,"DR_Stream",1.73292978841987
"9251",7104,23,16,310,10,10,84,2003,7,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9252",7104,19,2,320,10,20,84,2002,8,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9253",7104,5,23,520,10,10,84,2004,9,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9254",7104,14,13,370,10,10,84,2004,7,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9255",7104,59,19,280,10,20,84,2002,7,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9256",7104,3,10,400,10,10,84,2003,9,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9257",7104,26,14,50,10,10,84,2004,8,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9258",7104,5,5,10,10,10,84,2004,7,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9259",7104,13,3,390,10,10,84,2003,9,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9260",7104,5,2,550,10,20,84,2002,9,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9261",7104,20,3,200,10,10,84,2003,7,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9262",7104,34,15,300,10,10,84,2004,8,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9263",7104,23,24,370,10,20,84,2002,7,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9264",7104,12,9,330,10,10,84,2003,8,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9265",7104,44,11,440,10,20,84,2002,7,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9266",7104,60,15,260,10,10,84,2003,8,NA,NA,51.3106,16.7245,5.7346,25.2425,6.94,0.58,0,81.15,9.57,1.71,41.99711552,17,"DR_LakeStream",0.0519376749718578
"9267",7115,39,151,643,10,10,84,2011,8,NA,NA,43.5767,19.4965,6.7455,20.1874,NA,NA,NA,NA,NA,NA,1.676762333,1.5,"Isolated",NA
"9268",7115,33,36,1562,10,10,84,2011,7,NA,NA,43.5767,19.4965,6.7455,20.1874,NA,NA,NA,NA,NA,NA,1.676762333,1.5,"Isolated",NA
"9269",7115,106,26,681,10,10,84,2011,7,NA,NA,43.5767,19.4965,6.7455,20.1874,NA,NA,NA,NA,NA,NA,1.676762333,1.5,"Isolated",NA
"9270",7115,16,5,851,10,10,84,2011,8,NA,NA,43.5767,19.4965,6.7455,20.1874,NA,NA,NA,NA,NA,NA,1.676762333,1.5,"Isolated",NA
"9271",7115,138,107,519,10,10,84,2011,9,NA,NA,43.5767,19.4965,6.7455,20.1874,NA,NA,NA,NA,NA,NA,1.676762333,1.5,"Isolated",NA
"9272",7115,59,59,487,10,10,84,2011,9,NA,NA,43.5767,19.4965,6.7455,20.1874,NA,NA,NA,NA,NA,NA,1.676762333,1.5,"Isolated",NA
"9273",7116,27,9,2130,10,10,84,2008,9,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9274",7116,44,19,441,10,10,84,2011,8,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9275",7116,32,28,1270,10,10,84,2009,7,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9276",7116,121,41,1120,10,10,84,2008,7,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9277",7116,34,15,278,10,10,84,2011,9,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9278",7116,49,39,830,10,10,84,2010,8,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9279",7116,25,17,860,10,10,84,2010,8,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9280",7116,33,18,1540,10,10,84,2009,9,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9281",7116,38,8,1290,10,10,84,2009,9,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9282",7116,70,44,1680,10,10,84,2009,7,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9283",7116,46,26,2400,10,10,84,2011,9,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9284",7116,29,53,650,10,10,84,2010,9,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9285",7116,23,31,400,10,10,84,2011,9,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9286",7116,31,22,1230,10,10,84,2009,8,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9287",7116,100,13,950,10,10,84,2008,8,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9288",7116,12,5,1746,10,10,84,2011,8,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9289",7116,61,8,1380,10,10,84,2009,8,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9290",7116,24,22,970,10,10,84,2009,8,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9291",7116,56,12,1995,10,10,84,2011,8,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9292",7116,101,20,1910,10,10,84,2008,7,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9293",7116,46,5,1184,10,10,84,2011,7,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9294",7116,113,5,262,10,10,84,2011,7,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9295",7116,22,5,1200,10,10,84,2009,9,NA,NA,71.4102,15.9093,5.4798,19.2131,22.41,0.15,2.48,64.73,6.19,0.9,33.91303002,15.5,"Headwater",0.0971883438169052
"9296",7119,12,149,610,10,10,84,2007,7,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9297",7119,59,131,350,10,10,84,2010,8,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9298",7119,5,46,126,10,10,84,2011,8,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9299",7119,24,255,700,10,10,84,2007,7,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9300",7119,78,5,390,10,10,84,2005,7,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9301",7119,11,52,220,10,10,84,2009,8,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9302",7119,16,5,250,10,10,84,2004,8,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9303",7119,25,133,248,10,10,84,2011,7,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9304",7119,26,90,344,10,10,84,2011,7,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9305",7119,35,306,620,10,10,84,2007,7,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9306",7119,54,36,410,10,10,84,2006,9,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9307",7119,35,60,820,10,10,84,2006,9,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9308",7119,14,104,200,10,10,84,2009,7,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9309",7119,13,191,600,10,10,84,2007,8,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9310",7119,29,103,240,10,10,84,2008,8,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9311",7119,6,8,200,10,10,84,2009,9,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9312",7119,6,111,360,10,10,84,2007,9,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9313",7119,21,85,480,10,10,84,2004,9,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9314",7119,22,48,260,10,10,84,2010,8,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9315",7119,13,61,220,10,10,84,2010,7,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9316",7119,18,111,530,10,10,84,2006,7,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9317",7119,33,91,480,10,10,84,2006,7,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9318",7119,15,96,640,10,10,84,2006,8,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9319",7119,22,72,271,10,10,84,2011,7,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9320",7119,11,103,200,10,10,84,2008,7,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9321",7119,26,94,350,10,10,84,2007,9,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9322",7119,2,86,330,10,10,84,2009,7,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9323",7119,19,76,120,10,10,84,2004,8,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9324",7119,19,62,440,10,10,84,2006,8,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9325",7119,15,24,180,10,10,84,2010,9,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9326",7119,24,83,250,10,10,84,2010,7,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9327",7119,17,151,450,10,10,84,2004,7,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9328",7119,25,79,200,10,10,84,2008,9,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
"9329",7119,23,32,222,10,10,84,2011,8,NA,NA,50.8427,14.0572,4.8661,20.7494,1.06,0,0,94.88,2.65,1.38,797.3753177,50,"DR_Stream",0.183972122526592
